graduacao,universidade,profissao,organizacao,pretende_fazer_cursos_lit,interesse_mba_lit,importante_ter_certificado,horas_semanais_estudo,como_conheceu_lit,modulos_iniciados,modulos_finalizados,certificados,categoria
5,8,7,8,1.0,1.0,1.0,3.0,2,5.0,2.0,0.0,perfil6
6,6,0,0,1.0,1.0,1.0,9.0,1,17.0,15.0,0.0,perfil3
5,19,1,1,1.0,1.0,1.0,4.0,0,2.0,1.0,0.0,perfil6
1,6,3,11,0.0,0.0,1.0,7.0,8,3.0,1.0,0.0,perfil6
2,12,7,5,1.0,1.0,1.0,10.0,1,39.0,38.0,1.0,perfil6
1,9,7,1,1.0,1.0,1.0,10.0,4,22.0,18.0,0.0,perfil3
2,5,1,2,1.0,1.0,1.0,6.0,8,37.0,36.0,0.0,perfil2
4,3,2,1,0.0,0.0,1.0,8.0,6,72.0,58.0,0.0,perfil2
0,4,5,5,1.0,1.0,1.0,2.0,2,36.0,33.0,0.0,perfil2
6,2,2,8,1.0,1.0,1.0,4.0,6,9.0,4.0,0.0,perfil6
2,1,6,0,0.0,0.0,1.0,9.0,6,22.0,21.0,0.0,perfil2
0,13,10,8,1.0,1.0,1.0,4.0,6,72.0,71.0,0.0,perfil4
0,19,8,2,0.0,0.0,1.0,7.0,7,35.0,22.0,0.0,perfil2
6,14,3,5,0.0,0.0,1.0,5.0,4,3.0,3.0,0.0,perfil6
4,15,5,9,0.0,0.0,1.0,4.0,4,5.0,4.0,0.0,perfil4
1,3,0,0,0.0,0.0,1.0,7.0,7,99.0,98.0,0.0,perfil2
5,8,1,0,1.0,1.0,1.0,5.0,7,20.0,20.0,0.0,perfil3
4,17,0,1,1.0,1.0,1.0,4.0,6,5.0,3.0,0.0,perfil6
5,14,7,1,1.0,1.0,1.0,9.0,6,12.0,4.0,0.0,perfil6
0,5,11,1,0.0,0.0,1.0,3.0,4,54.0,54.0,0.0,perfil2
0,6,7,3,0.0,0.0,1.0,10.0,4,118.0,87.0,0.0,perfil2
5,9,1,11,0.0,0.0,1.0,3.0,6,319.0,309.0,11.0,perfil1
1,16,10,6,0.0,0.0,1.0,4.0,0,14.0,11.0,0.0,perfil4
5,6,8,10,1.0,1.0,1.0,8.0,5,7.0,5.0,0.0,perfil5
1,4,8,8,1.0,1.0,1.0,8.0,1,27.0,25.0,0.0,perfil2
1,18,2,8,1.0,1.0,1.0,6.0,8,34.0,31.0,1.0,perfil4
1,1,8,9,1.0,1.0,1.0,2.0,6,31.0,28.0,0.0,perfil2
2,21,10,2,1.0,1.0,1.0,10.0,6,13.0,9.0,0.0,perfil6
6,6,0,1,0.0,0.0,1.0,2.0,8,176.0,170.0,2.0,perfil1
1,16,10,1,1.0,1.0,1.0,7.0,6,92.0,81.0,0.0,perfil2
3,6,7,11,0.0,0.0,1.0,6.0,1,16.0,9.0,0.0,perfil4
3,6,11,8,0.0,0.0,1.0,4.0,6,5.0,1.0,0.0,perfil2
0,13,11,9,0.0,0.0,1.0,10.0,6,65.0,28.0,0.0,perfil2
0,4,4,1,1.0,1.0,1.0,7.0,8,5.0,4.0,0.0,perfil6
2,5,2,10,0.0,0.0,1.0,2.0,3,374.0,183.0,0.0,perfil2
0,6,9,4,1.0,1.0,1.0,9.0,8,9.0,5.0,0.0,perfil5
4,6,8,10,0.0,0.0,1.0,2.0,0,2.0,1.0,0.0,perfil4
3,9,1,3,0.0,0.0,1.0,3.0,6,50.0,50.0,5.0,perfil1
0,19,4,7,1.0,1.0,1.0,2.0,6,356.0,341.0,6.0,perfil1
5,0,8,5,1.0,1.0,1.0,10.0,1,8.0,5.0,0.0,perfil5
1,6,0,6,1.0,1.0,1.0,5.0,6,68.0,68.0,1.0,perfil1
1,6,9,5,1.0,1.0,1.0,8.0,6,13.0,10.0,0.0,perfil4
1,16,10,9,0.0,0.0,1.0,4.0,7,14.0,9.0,0.0,perfil6
5,17,2,2,1.0,1.0,1.0,5.0,6,80.0,76.0,1.0,perfil4
3,1,9,9,0.0,0.0,1.0,9.0,4,30.0,26.0,0.0,perfil2
2,15,6,3,0.0,0.0,1.0,4.0,6,6.0,4.0,0.0,perfil6
1,19,8,1,1.0,1.0,1.0,4.0,6,30.0,30.0,0.0,perfil2
2,18,7,5,1.0,1.0,1.0,6.0,7,59.0,58.0,0.0,perfil2
6,10,10,6,1.0,1.0,1.0,7.0,2,111.0,99.0,0.0,perfil2
3,6,2,0,1.0,1.0,1.0,5.0,8,99.0,99.0,0.0,perfil2
5,13,5,3,0.0,0.0,1.0,6.0,5,2.0,1.0,0.0,perfil6
2,6,7,8,1.0,1.0,1.0,4.0,3,14.0,11.0,0.0,perfil4
1,14,3,8,0.0,0.0,1.0,9.0,6,9.0,8.0,0.0,perfil5
1,21,6,9,0.0,0.0,1.0,8.0,5,45.0,42.0,0.0,perfil2
0,21,8,11,0.0,0.0,1.0,4.0,7,3.0,2.0,0.0,perfil6
2,13,1,9,0.0,0.0,1.0,10.0,7,8.0,6.0,0.0,perfil1
2,17,10,10,0.0,0.0,1.0,8.0,2,7.0,2.0,0.0,perfil6
1,8,3,0,0.0,0.0,1.0,4.0,2,26.0,15.0,2.0,perfil1
4,2,10,11,0.0,0.0,1.0,3.0,1,3.0,1.0,0.0,perfil6
0,0,8,6,1.0,1.0,1.0,5.0,6,94.0,84.0,2.0,perfil1
2,6,8,10,1.0,1.0,1.0,4.0,1,4.0,1.0,0.0,perfil6
4,14,4,5,1.0,1.0,1.0,4.0,2,136.0,130.0,1.0,perfil1
2,14,5,7,1.0,1.0,1.0,4.0,6,25.0,24.0,0.0,perfil2
0,16,9,3,1.0,1.0,1.0,8.0,6,81.0,54.0,1.0,perfil1
0,21,10,2,0.0,0.0,1.0,6.0,5,23.0,19.0,0.0,perfil3
2,0,8,2,1.0,1.0,1.0,7.0,0,10.0,5.0,0.0,perfil5
6,20,6,3,1.0,1.0,1.0,2.0,3,131.0,76.0,1.0,perfil1
2,6,2,9,1.0,1.0,1.0,2.0,7,110.0,103.0,0.0,perfil1
0,0,7,5,0.0,0.0,1.0,9.0,6,2.0,1.0,0.0,perfil6
4,5,5,0,0.0,0.0,1.0,5.0,5,31.0,31.0,0.0,perfil2
6,6,2,10,0.0,0.0,1.0,7.0,8,6.0,5.0,0.0,perfil5
4,14,4,3,0.0,0.0,1.0,8.0,8,48.0,44.0,1.0,perfil6
6,3,6,4,1.0,1.0,1.0,5.0,1,7.0,5.0,0.0,perfil5
0,18,11,8,0.0,0.0,1.0,9.0,5,2.0,2.0,0.0,perfil6
5,20,0,0,0.0,0.0,1.0,3.0,5,3.0,3.0,0.0,perfil2
5,7,2,1,1.0,1.0,1.0,5.0,8,7.0,2.0,0.0,perfil6
6,9,9,9,1.0,1.0,1.0,3.0,1,31.0,30.0,1.0,perfil1
6,0,1,7,1.0,1.0,1.0,4.0,6,106.0,68.0,0.0,perfil2
2,14,4,1,0.0,0.0,1.0,9.0,6,17.0,5.0,0.0,perfil5
5,7,8,0,0.0,0.0,1.0,10.0,3,2.0,1.0,0.0,perfil6
1,15,7,11,0.0,0.0,1.0,9.0,2,3.0,1.0,0.0,perfil1
2,0,10,4,0.0,0.0,1.0,10.0,5,14.0,12.0,0.0,perfil4
5,21,8,11,0.0,0.0,1.0,5.0,2,99.0,91.0,0.0,perfil2
3,6,5,8,0.0,0.0,1.0,8.0,8,5.0,2.0,0.0,perfil1
2,14,11,1,0.0,0.0,1.0,7.0,7,5.0,3.0,0.0,perfil6
1,15,3,6,0.0,0.0,1.0,7.0,3,10.0,7.0,0.0,perfil5
6,19,8,9,0.0,0.0,1.0,7.0,3,3.0,1.0,0.0,perfil6
1,6,0,11,0.0,0.0,1.0,8.0,2,10.0,9.0,0.0,perfil4
2,14,0,11,0.0,0.0,1.0,9.0,6,12.0,10.0,0.0,perfil4
5,13,2,3,1.0,1.0,1.0,10.0,2,6.0,4.0,0.0,perfil3
1,15,3,8,0.0,0.0,1.0,6.0,8,51.0,42.0,0.0,perfil2
2,10,0,11,0.0,0.0,1.0,8.0,4,23.0,20.0,0.0,perfil3
3,9,8,3,0.0,0.0,1.0,8.0,6,28.0,15.0,0.0,perfil3
5,21,9,9,0.0,0.0,1.0,6.0,6,43.0,26.0,0.0,perfil2
5,17,5,4,0.0,0.0,1.0,6.0,5,136.0,136.0,5.0,perfil1
3,13,6,1,1.0,1.0,1.0,6.0,6,6.0,3.0,0.0,perfil6
3,6,4,3,0.0,0.0,1.0,3.0,6,99.0,99.0,3.0,perfil1
2,15,0,3,0.0,0.0,1.0,4.0,6,10.0,8.0,0.0,perfil5
0,0,5,8,1.0,1.0,1.0,5.0,0,19.0,17.0,0.0,perfil1
4,21,11,7,1.0,1.0,1.0,3.0,3,10.0,10.0,0.0,perfil4
2,15,1,9,1.0,1.0,1.0,5.0,5,29.0,28.0,1.0,perfil1
0,0,3,4,0.0,0.0,1.0,6.0,1,9.0,4.0,0.0,perfil6
4,4,3,7,0.0,0.0,1.0,2.0,1,5.0,4.0,0.0,perfil6
2,11,9,3,1.0,1.0,1.0,2.0,2,7.0,6.0,0.0,perfil5
4,3,7,11,0.0,0.0,1.0,2.0,3,3.0,1.0,0.0,perfil6
2,14,3,1,0.0,0.0,1.0,10.0,1,17.0,14.0,0.0,perfil4
6,19,10,8,1.0,1.0,1.0,4.0,2,10.0,5.0,0.0,perfil2
6,0,6,7,1.0,1.0,1.0,9.0,2,9.0,8.0,0.0,perfil5
2,4,10,9,0.0,0.0,1.0,6.0,7,18.0,8.0,0.0,perfil5
5,7,6,8,1.0,1.0,1.0,10.0,7,3.0,2.0,0.0,perfil1
6,20,11,4,1.0,1.0,1.0,5.0,8,5.0,4.0,0.0,perfil6
2,7,8,10,0.0,0.0,1.0,9.0,6,16.0,14.0,0.0,perfil4
0,12,3,8,1.0,1.0,1.0,2.0,1,29.0,26.0,0.0,perfil2
3,3,11,8,0.0,0.0,1.0,7.0,2,3.0,1.0,0.0,perfil6
5,14,10,7,1.0,1.0,1.0,7.0,6,21.0,14.0,0.0,perfil4
3,15,10,6,1.0,1.0,1.0,3.0,5,4.0,1.0,0.0,perfil6
5,19,8,0,0.0,0.0,1.0,2.0,3,44.0,26.0,0.0,perfil2
5,7,11,9,1.0,1.0,1.0,8.0,6,8.0,6.0,0.0,perfil5
6,8,5,2,0.0,0.0,1.0,7.0,0,27.0,27.0,1.0,perfil2
6,17,1,2,1.0,1.0,1.0,2.0,4,39.0,37.0,0.0,perfil5
6,19,8,2,1.0,1.0,1.0,5.0,7,31.0,30.0,0.0,perfil2
3,8,5,10,1.0,1.0,1.0,3.0,8,13.0,10.0,0.0,perfil4
2,6,3,10,1.0,1.0,1.0,9.0,8,4.0,2.0,0.0,perfil6
2,16,9,7,0.0,0.0,1.0,6.0,4,3.0,2.0,0.0,perfil6
2,13,8,0,0.0,0.0,1.0,2.0,2,25.0,14.0,0.0,perfil4
6,16,6,1,0.0,0.0,1.0,6.0,3,77.0,59.0,0.0,perfil2
1,11,8,5,0.0,0.0,1.0,10.0,0,39.0,38.0,0.0,perfil5
2,4,0,2,1.0,1.0,1.0,10.0,0,22.0,13.0,0.0,perfil4
6,6,7,6,1.0,1.0,1.0,7.0,5,2.0,1.0,0.0,perfil6
3,20,0,6,1.0,1.0,1.0,8.0,6,76.0,60.0,0.0,perfil2
5,7,9,3,1.0,1.0,1.0,3.0,7,52.0,47.0,0.0,perfil2
3,17,5,11,1.0,1.0,1.0,3.0,0,16.0,9.0,0.0,perfil4
3,1,5,6,0.0,0.0,1.0,8.0,6,8.0,6.0,0.0,perfil5
4,15,0,5,0.0,0.0,1.0,10.0,3,27.0,23.0,0.0,perfil2
2,20,8,8,1.0,1.0,1.0,10.0,7,84.0,75.0,0.0,perfil2
2,4,8,10,0.0,0.0,1.0,5.0,1,37.0,33.0,0.0,perfil2
4,2,8,9,1.0,1.0,1.0,3.0,6,4.0,1.0,0.0,perfil1
1,18,9,7,0.0,0.0,1.0,2.0,5,3.0,2.0,0.0,perfil6
0,20,5,7,0.0,0.0,1.0,2.0,3,3.0,1.0,0.0,perfil6
1,8,6,5,0.0,0.0,1.0,2.0,1,35.0,35.0,0.0,perfil2
6,8,9,10,1.0,1.0,1.0,7.0,3,3.0,2.0,0.0,perfil6
6,15,4,8,1.0,1.0,1.0,7.0,7,16.0,13.0,0.0,perfil4
5,21,5,5,1.0,1.0,1.0,2.0,1,71.0,60.0,0.0,perfil2
6,8,8,8,1.0,1.0,1.0,7.0,2,35.0,34.0,1.0,perfil1
5,10,0,10,0.0,0.0,1.0,5.0,1,14.0,12.0,0.0,perfil4
2,1,8,0,1.0,1.0,1.0,4.0,2,8.0,6.0,0.0,perfil2
3,13,1,9,0.0,0.0,1.0,7.0,6,32.0,17.0,0.0,perfil3
0,14,5,9,1.0,1.0,1.0,3.0,5,140.0,132.0,1.0,perfil1
5,1,10,0,0.0,0.0,1.0,4.0,5,19.0,19.0,1.0,perfil1
4,20,2,2,1.0,1.0,1.0,6.0,3,5.0,3.0,0.0,perfil4
1,8,8,2,0.0,0.0,1.0,9.0,6,12.0,9.0,0.0,perfil6
4,6,0,9,1.0,1.0,1.0,10.0,1,4.0,2.0,0.0,perfil2
2,6,1,4,1.0,1.0,1.0,8.0,8,5.0,3.0,0.0,perfil6
5,16,7,1,0.0,0.0,1.0,5.0,4,33.0,28.0,0.0,perfil2
6,6,11,5,1.0,1.0,1.0,3.0,5,5.0,2.0,0.0,perfil6
3,7,11,2,0.0,0.0,1.0,8.0,4,67.0,54.0,0.0,perfil2
1,12,7,2,0.0,0.0,1.0,4.0,6,96.0,94.0,2.0,perfil1
1,15,3,10,1.0,1.0,1.0,3.0,6,7.0,6.0,0.0,perfil6
3,0,3,4,0.0,0.0,1.0,5.0,4,218.0,213.0,7.0,perfil3
4,0,2,9,1.0,1.0,1.0,7.0,6,4.0,3.0,0.0,perfil6
4,21,2,3,0.0,0.0,1.0,2.0,8,4.0,2.0,0.0,perfil6
0,2,8,11,0.0,0.0,1.0,5.0,8,4.0,1.0,0.0,perfil1
3,5,3,9,1.0,1.0,1.0,9.0,7,2.0,1.0,0.0,perfil6
3,1,10,7,0.0,0.0,1.0,8.0,6,31.0,31.0,0.0,perfil2
0,0,8,2,1.0,1.0,1.0,6.0,8,37.0,22.0,1.0,perfil1
5,6,7,0,0.0,0.0,1.0,4.0,7,29.0,29.0,0.0,perfil2
4,12,9,4,1.0,1.0,1.0,6.0,4,59.0,40.0,0.0,perfil2
2,15,5,7,1.0,1.0,1.0,6.0,6,6.0,3.0,0.0,perfil6
6,19,6,1,0.0,0.0,1.0,5.0,7,34.0,24.0,0.0,perfil2
3,10,1,1,0.0,0.0,1.0,7.0,3,39.0,22.0,0.0,perfil2
6,6,2,6,1.0,1.0,1.0,2.0,3,6.0,2.0,0.0,perfil6
6,2,4,11,0.0,0.0,1.0,4.0,5,8.0,6.0,0.0,perfil5
2,3,8,8,1.0,1.0,1.0,10.0,0,22.0,18.0,0.0,perfil6
2,0,9,1,0.0,0.0,1.0,3.0,3,10.0,7.0,0.0,perfil6
1,5,1,3,0.0,0.0,1.0,5.0,8,3.0,1.0,0.0,perfil6
0,9,5,10,0.0,0.0,1.0,8.0,6,37.0,27.0,0.0,perfil2
5,21,8,5,0.0,0.0,1.0,5.0,7,116.0,116.0,3.0,perfil6
0,0,10,6,0.0,0.0,1.0,3.0,6,112.0,107.0,3.0,perfil1
1,13,4,4,0.0,0.0,1.0,9.0,6,7.0,6.0,0.0,perfil5
1,9,8,3,0.0,0.0,1.0,4.0,3,99.0,99.0,2.0,perfil1
1,6,4,8,1.0,1.0,1.0,8.0,8,21.0,15.0,0.0,perfil3
5,2,3,1,0.0,0.0,1.0,9.0,3,86.0,82.0,2.0,perfil2
4,4,5,2,1.0,1.0,1.0,7.0,7,2.0,1.0,0.0,perfil6
3,12,5,7,0.0,0.0,1.0,2.0,6,23.0,8.0,0.0,perfil5
2,6,9,9,0.0,0.0,1.0,5.0,1,88.0,52.0,0.0,perfil2
1,6,8,8,0.0,0.0,1.0,2.0,2,2.0,2.0,0.0,perfil6
1,8,7,6,0.0,0.0,1.0,8.0,6,12.0,6.0,0.0,perfil5
2,17,8,5,1.0,1.0,1.0,5.0,6,19.0,9.0,3.0,perfil1
0,20,1,9,0.0,0.0,1.0,3.0,4,34.0,33.0,0.0,perfil2
1,13,11,3,1.0,1.0,1.0,4.0,7,11.0,7.0,0.0,perfil5
1,6,6,10,0.0,0.0,1.0,8.0,6,8.0,7.0,0.0,perfil5
6,7,5,7,1.0,1.0,1.0,7.0,5,29.0,29.0,0.0,perfil2
0,21,7,8,1.0,1.0,1.0,7.0,6,11.0,8.0,0.0,perfil5
5,3,7,4,0.0,0.0,1.0,8.0,8,5.0,3.0,0.0,perfil6
0,17,2,10,0.0,0.0,1.0,6.0,2,137.0,137.0,0.0,perfil2
3,3,0,3,0.0,0.0,1.0,5.0,6,17.0,15.0,0.0,perfil3
1,12,1,4,0.0,0.0,1.0,8.0,6,8.0,6.0,0.0,perfil5
6,20,8,8,0.0,0.0,1.0,6.0,4,30.0,24.0,0.0,perfil2
6,9,2,8,0.0,0.0,1.0,5.0,4,4.0,2.0,0.0,perfil6
4,7,8,0,0.0,0.0,1.0,9.0,7,43.0,22.0,0.0,perfil2
0,0,7,8,0.0,0.0,1.0,7.0,0,21.0,21.0,1.0,perfil1
3,3,1,10,0.0,0.0,1.0,2.0,2,8.0,7.0,0.0,perfil2
3,19,4,4,0.0,0.0,1.0,8.0,6,16.0,9.0,0.0,perfil4
4,18,10,2,1.0,1.0,1.0,2.0,7,18.0,15.0,0.0,perfil3
5,20,4,2,0.0,0.0,1.0,8.0,7,28.0,28.0,1.0,perfil1
0,0,7,4,1.0,1.0,1.0,3.0,8,29.0,29.0,0.0,perfil2
2,10,4,8,1.0,1.0,1.0,9.0,5,20.0,12.0,0.0,perfil4
3,21,8,6,1.0,1.0,1.0,4.0,6,4.0,2.0,0.0,perfil6
6,8,0,10,0.0,0.0,1.0,4.0,4,66.0,65.0,1.0,perfil1
4,10,11,0,1.0,1.0,1.0,10.0,6,115.0,96.0,0.0,perfil2
2,20,2,7,0.0,0.0,1.0,2.0,3,66.0,60.0,2.0,perfil1
4,3,3,8,0.0,0.0,1.0,3.0,0,7.0,6.0,0.0,perfil5
0,6,8,5,1.0,1.0,1.0,7.0,2,9.0,8.0,0.0,perfil5
3,6,9,8,0.0,0.0,1.0,6.0,8,4.0,1.0,0.0,perfil2
1,16,4,0,0.0,0.0,1.0,6.0,0,3.0,1.0,0.0,perfil6
6,1,8,9,0.0,0.0,1.0,9.0,0,27.0,27.0,0.0,perfil2
2,0,7,0,0.0,0.0,1.0,5.0,6,6.0,3.0,0.0,perfil1
6,6,2,2,1.0,1.0,1.0,8.0,8,18.0,15.0,0.0,perfil3
5,8,8,10,1.0,1.0,1.0,3.0,3,3.0,1.0,0.0,perfil6
1,9,9,1,1.0,1.0,1.0,2.0,4,171.0,170.0,4.0,perfil5
2,14,11,3,1.0,1.0,1.0,2.0,5,29.0,8.0,0.0,perfil5
5,20,3,8,1.0,1.0,1.0,6.0,1,29.0,29.0,0.0,perfil2
2,4,5,6,0.0,0.0,1.0,9.0,6,3.0,2.0,0.0,perfil6
0,15,9,7,0.0,0.0,1.0,9.0,2,2.0,2.0,0.0,perfil6
5,17,6,2,0.0,0.0,1.0,5.0,2,18.0,18.0,1.0,perfil1
1,7,8,0,0.0,0.0,1.0,5.0,6,4.0,2.0,0.0,perfil6
5,0,0,6,1.0,1.0,1.0,4.0,0,45.0,45.0,2.0,perfil1
1,11,2,8,1.0,1.0,1.0,10.0,6,30.0,29.0,0.0,perfil2
5,9,8,5,1.0,1.0,1.0,9.0,6,20.0,9.0,0.0,perfil4
6,10,1,11,0.0,0.0,1.0,5.0,6,44.0,41.0,1.0,perfil1
4,4,0,0,1.0,1.0,1.0,10.0,5,2.0,1.0,0.0,perfil6
3,17,3,10,0.0,0.0,1.0,5.0,7,5.0,3.0,0.0,perfil6
1,5,2,10,0.0,0.0,1.0,10.0,2,53.0,22.0,0.0,perfil2
2,14,8,4,1.0,1.0,1.0,8.0,8,85.0,85.0,0.0,perfil1
2,12,3,10,1.0,1.0,1.0,5.0,0,51.0,41.0,0.0,perfil2
3,11,7,3,1.0,1.0,1.0,10.0,6,118.0,117.0,3.0,perfil1
6,20,8,1,1.0,1.0,1.0,10.0,8,118.0,95.0,1.0,perfil1
1,6,3,9,1.0,1.0,1.0,4.0,0,5.0,2.0,0.0,perfil6
1,10,3,0,1.0,1.0,1.0,3.0,5,22.0,21.0,0.0,perfil2
